Date,IV on 6m EUR/USD Options Mid Price,SMAVG (50),SMAVG (100),SMAVG (250)
2016-09-27,8.465,8.5155,9.07292,9.83714
2016-09-26,8.545,8.53075,9.08485,9.84105
2016-09-23,8.265,8.53935,9.09713,9.84479
2016-09-22,8.25,8.55415,9.11242,9.84988
2016-09-21,8.495,8.5656,9.12902,9.85538
2016-09-20,8.55,8.57495,9.14155,9.85989
2016-09-19,8.59,8.58605,9.15283,9.8647
2016-09-16,8.535,8.60175,9.16282,9.86965
2016-09-15,8.455,8.6205,9.17227,9.87523
2016-09-14,8.5675,8.64435,9.18048,9.88251
2016-09-13,8.425,8.67005,9.18962,9.8893
2016-09-12,8.545,8.69835,9.1987,9.89718
2016-09-09,8.375,8.7185,9.20925,9.90438
2016-09-08,8.21,8.7431,9.22293,9.91293
2016-09-07,8.18,8.77375,9.2379,9.9217
2016-09-06,8.3425,8.80355,9.25383,9.93078
2016-09-05,8.465,8.8455,9.26762,9.93961
2016-09-02,8.545,8.9018,9.2831,9.94613
2016-09-01,8.695,8.9545,9.29887,9.95183
2016-08-31,8.7975,8.9699,9.31475,9.95808
2016-08-30,8.665,8.9894,9.32955,9.96418
2016-08-29,8.6775,9.00775,9.34562,9.97128
2016-08-26,8.53,9.0245,9.36228,9.97881
2016-08-25,8.465,9.0553,9.38075,9.98742
2016-08-24,8.5475,9.09315,9.40263,9.99622
2016-08-23,8.2575,9.12485,9.42202,10.00449
2016-08-22,8.275,9.1777,9.4415,10.01472
2016-08-19,8.26,9.2218,9.45765,10.02522
2016-08-18,8.2725,9.2618,9.4737,10.03596
2016-08-17,8.405,9.28615,9.48962,10.04638
2016-08-16,8.365,9.2995,9.50167,10.05613
2016-08-15,8.215,9.31075,9.51748,10.06641
2016-08-12,8.2325,9.32635,9.53805,10.07655
2016-08-11,8.29,9.3363,9.5577,10.08586
2016-08-10,8.2925,9.3533,9.57685,10.0951
2016-08-09,8.3625,9.37625,9.59525,10.10457
2016-08-08,8.3975,9.394,9.6095,10.11222
2016-08-05,8.5,9.40995,9.62185,10.12003
2016-08-04,8.4325,9.4223,9.63433,10.12539
2016-08-03,8.35,9.4365,9.64835,10.13061
2016-08-02,8.3825,9.45775,9.66615,10.13664
2016-08-01,8.2925,9.48155,9.6848,10.14259
2016-07-29,8.52,9.5081,9.70175,10.14816
2016-07-28,8.43,9.5332,9.7212,10.15236
2016-07-27,8.84,9.5628,9.74435,10.15788
2016-07-26,9.065,9.5827,9.76523,10.16262
2016-07-25,9.26,9.59815,9.7839,10.1666
2016-07-22,9.29,9.61135,9.80402,10.16934
2016-07-21,9.28,9.6206,9.82335,10.17284
2016-07-20,9.325,9.6259,9.84422,10.17704
2016-07-19,9.2275,9.63035,9.86493,10.18129
2016-07-18,8.975,9.63895,9.8881,10.18462
2016-07-15,9.005,9.6549,9.91467,10.18918
2016-07-14,8.8225,9.6707,9.9391,10.19302
2016-07-13,8.9625,9.69245,9.96422,10.19806
2016-07-12,9.105,9.70815,9.99072,10.20215
2016-07-11,9.375,9.7196,10.01097,10.20671
2016-07-08,9.4725,9.7239,10.0284,10.21079
2016-07-07,9.6475,9.72405,10.04228,10.21455
2016-07-06,9.8525,9.7166,10.05258,10.21748
2016-07-05,9.84,9.7092,10.0611,10.21949
2016-07-04,9.5525,9.69905,10.07082,10.22095
2016-07-01,9.605,9.7,10.08257,10.22366
2016-06-30,9.7425,9.70275,10.09573,10.22544
2016-06-29,9.67,9.70205,10.10995,10.22803
2016-06-28,10.44,9.7041,10.1231,10.23085
2016-06-27,11.28,9.68975,10.12735,10.23105
2016-06-24,11.18,9.6644,10.12425,10.22793
2016-06-23,9.465,9.64325,10.11557,10.22563
2016-06-22,9.7725,9.6596,10.12533,10.23289
2016-06-21,9.5825,9.6697,10.13328,10.24012
2016-06-20,9.515,9.6835,10.13915,10.24805
2016-06-17,10.07,9.70005,10.14515,10.25499
2016-06-16,10.3575,9.7062,10.14715,10.25949
2016-06-15,10.1325,9.7121,10.14548,10.26212
2016-06-14,10.9,9.7192,10.1454,10.26645
2016-06-13,10.48,9.7053,10.1377,10.26849
2016-06-10,10.26,9.6935,10.1347,10.2718
2016-06-09,9.49,9.6856,10.13375,10.27418
2016-06-08,9.0725,9.6931,10.14105,10.27938
2016-06-07,8.9275,9.70385,10.1513,10.28565
2016-06-06,8.995,9.7242,10.16205,10.29302
2016-06-03,8.73,9.74975,10.173,10.29938
2016-06-02,9.14,9.7791,10.18793,10.30824
2016-06-01,9.44,9.8004,10.1968,10.31442
2016-05-31,9.25,9.81425,10.20155,10.32028
2016-05-30,9.195,9.825,10.20925,10.32858
2016-05-27,9.1175,9.83375,10.21922,10.33778
2016-05-26,9.1425,9.84635,10.2304,10.34684
2016-05-25,9.4125,9.8602,10.24082,10.35531
2016-05-24,9.5725,9.87455,10.2468,10.36244
2016-05-23,9.62,9.88805,10.25128,10.3685
2016-05-20,9.775,9.8954,10.25443,10.37452
2016-05-19,9.91,9.9092,10.2562,10.3799
2016-05-18,9.835,9.9259,10.2569,10.38386
2016-05-17,9.8375,9.94775,10.25873,10.38719
2016-05-16,9.92,9.96965,10.2612,10.3908
2016-05-13,9.7525,9.9967,10.2626,10.39582
2016-05-12,9.545,10.0261,10.2662,10.40051
2016-05-11,9.5475,10.06255,10.27207,10.40713
2016-05-10,9.6575,10.0995,10.2781,10.41391
2016-05-09,9.7725,10.13725,10.2828,10.42125
2016-05-06,9.795,10.17445,10.28582,10.42716
2016-05-05,9.91,10.2075,10.28887,10.43225
2016-05-04,9.7475,10.236,10.28948,10.43488
2016-05-03,9.6775,10.2733,10.2893,10.43888
2016-05-02,9.59,10.30235,10.29243,10.44231
2016-04-29,9.48,10.3329,10.29722,10.44349
2016-04-28,9.275,10.3605,10.30202,10.44455
2016-04-27,9.4825,10.38855,10.3091,10.44632
2016-04-26,9.3325,10.413,10.31433,10.44685
2016-04-25,9.6,10.4426,10.31942,10.45001
2016-04-22,9.7425,10.46515,10.32235,10.45331
2016-04-21,9.7075,10.4887,10.32493,10.45582
2016-04-20,9.7725,10.51785,10.3326,10.45977
2016-04-19,9.7225,10.5421,10.34488,10.46355
2016-04-18,10.0125,10.56495,10.36005,10.46778
2016-04-15,10.1225,10.5841,10.37197,10.47115
2016-04-14,10.2825,10.5879,10.38275,10.47384
2016-04-13,10.2775,10.59105,10.39303,10.47407
2016-04-12,10.2725,10.59685,10.4045,10.47416
2016-04-11,10.3425,10.5948,10.41473,10.47481
2016-04-08,10.3775,10.59025,10.42345,10.47741
2016-04-07,10.6525,10.5881,10.43097,10.48018
2016-04-06,10.4875,10.57885,10.43545,10.48238
2016-04-05,10.205,10.5716,10.44232,10.48547
2016-04-04,9.89,10.5701,10.45253,10.48991
2016-04-01,9.865,10.5759,10.46435,10.49523
2016-03-31,9.865,10.5819,10.476,10.49995
2016-03-30,9.61,10.589,10.48885,10.50497
2016-03-29,9.945,10.59875,10.5044,10.51057
2016-03-28,10.2725,10.5999,10.5162,10.5149
2016-03-25,10.1975,10.59625,10.52267,10.51865
2016-03-24,10.205,10.59675,10.53105,10.52211
2016-03-23,10.1325,10.5932,10.53765,10.52482
2016-03-22,9.7875,10.58885,10.5481,10.52629
2016-03-21,9.6325,10.5935,10.55748,10.52959
2016-03-18,9.7475,10.6047,10.56513,10.53306
2016-03-17,9.835,10.61445,10.57148,10.53714
2016-03-16,10.13,10.62145,10.57798,10.54217
2016-03-15,10.2475,10.61905,10.5812,10.5466
2016-03-14,9.9875,10.6145,10.5796,10.55132
2016-03-11,10.465,10.61345,10.5849,10.5569
2016-03-10,10.745,10.6032,10.58905,10.55944
2016-03-09,10.9275,10.5879,10.58085,10.56035
2016-03-08,10.9325,10.5697,10.564,10.55925
2016-03-07,11.2725,10.55275,10.54825,10.55888
2016-03-04,11.2225,10.5285,10.5297,10.55897
2016-03-03,11.3675,10.5063,10.51105,10.55897
2016-03-02,11.395,10.4816,10.49137,10.55875
2016-03-01,11.545,10.4567,10.47017,10.5564
2016-02-29,11.6325,10.42835,10.44915,10.55484
2016-02-26,11.4475,10.3972,10.42762,10.55298
2016-02-25,11.335,10.37025,10.40853,10.55303
2016-02-24,11.6125,10.34295,10.39143,10.55207
2016-02-23,11.13,10.3053,10.37152,10.55147
2016-02-22,11.1175,10.2825,10.35775,10.55003
2016-02-19,10.86,10.26155,10.34485,10.5457
2016-02-18,10.6775,10.24355,10.33555,10.54263
2016-02-17,10.705,10.22965,10.33152,10.53935
2016-02-16,10.8125,10.21565,10.32712,10.53629
2016-02-15,10.7275,10.19625,10.32295,10.5311
2016-02-12,10.92,10.17955,10.31913,10.52595
2016-02-11,11.165,10.16115,10.31505,10.51981
2016-02-10,10.985,10.14735,10.30742,10.51192
2016-02-09,10.865,10.14765,10.30208,10.50311
2016-02-08,10.97,10.15515,10.29893,10.49825
2016-02-05,10.3125,10.15985,10.29018,10.49408
2016-02-04,10.44,10.1776,10.28675,10.49343
2016-02-03,10.5675,10.195,10.28493,10.49213
2016-02-02,10.17,10.21215,10.28248,10.49068
2016-02-01,10.115,10.23465,10.28518,10.49096
2016-01-29,10.27,10.25665,10.28963,10.49192
2016-01-28,10.19,10.27385,10.29375,10.49266
2016-01-27,10.125,10.29205,10.2985,10.49536
2016-01-26,10.13,10.31305,10.3034,10.49936
2016-01-25,10.18,10.33495,10.31025,10.50353
2016-01-22,10.165,10.3528,10.31745,10.50793
2016-01-21,10.22,10.3701,10.32525,10.51059
2016-01-20,10.0975,10.3887,10.33183,10.51317
2016-01-19,10.0025,10.41005,10.33928,10.51613
2016-01-18,10.09,10.4325,10.3486,10.51843
2016-01-15,10.2225,10.4491,10.3552,10.52186
2016-01-14,10.0275,10.46535,10.35857,10.52546
2016-01-13,9.915,10.4821,10.3643,10.52923
2016-01-12,10.02,10.50735,10.37175,10.53349
2016-01-11,10.1925,10.52145,10.3743,10.53783
2016-01-08,10.235,10.52555,10.37588,10.54166
2016-01-07,10.185,10.5285,10.37193,10.54446
2016-01-06,10.01,10.5345,10.36745,10.54455
2016-01-05,10.02,10.54335,10.36592,10.54528
2016-01-04,9.935,10.5447,10.36442,10.54643
2016-01-01,9.9525,10.55635,10.36193,10.54855
2015-12-31,9.98,10.5749,10.3581,10.55358
2015-12-30,10.0175,10.5738,10.3564,10.55761
2015-12-29,10.085,10.5583,10.35647,10.55431
2015-12-28,10.06,10.54375,10.35623,10.55056
2015-12-25,10.1125,10.5309,10.35507,10.54658
2015-12-24,10.1325,10.5158,10.3556,10.54252
2015-12-23,10.15,10.50115,10.35758,10.53956
2015-12-22,10.1275,10.48365,10.35995,10.53651
2015-12-21,10.075,10.46995,10.35927,10.53207
2015-12-18,10.1,10.45805,10.35968,10.5284
2015-12-17,9.97,10.4468,10.35833,10.52428
2015-12-16,9.73,10.4399,10.35945,10.52063
2015-12-15,9.99,10.43775,10.362,10.51787
2015-12-14,10.07,10.433,10.36455,10.51411
2015-12-11,9.96,10.42815,10.3678,10.51005
2015-12-10,9.9825,10.42755,10.37232,10.50625
2015-12-09,10.005,10.4334,10.3763,10.50262
2015-12-08,9.8425,10.4386,10.3798,10.49888
2015-12-07,9.8925,10.44965,10.38342,10.49595
2015-12-04,10.0,10.4587,10.3868,10.49208
2015-12-03,10.475,10.46895,10.3873,10.48734
2015-12-02,11.0,10.4675,10.38645,10.48208
2015-12-01,11.24,10.4565,10.3802,10.47212
2015-11-30,11.205,10.4427,10.3727,10.46009
2015-11-27,11.2,10.4205,10.36565,10.44871
2015-11-26,11.31,10.3959,10.3597,10.43761
2015-11-25,11.425,10.37485,10.3594,10.42618
2015-11-24,11.295,10.3528,10.36095,10.4145
2015-11-23,11.215,10.3357,10.36365,10.4033
2015-11-20,11.13,10.3226,10.364,10.39217
2015-11-19,11.1,10.31365,10.36465,10.38124
2015-11-18,11.175,10.30495,10.3638,10.37025
2015-11-17,11.225,10.29375,10.3642,10.36105
2015-11-16,11.0725,10.28555,10.36605,10.35047
2015-11-13,11.03,10.2821,10.3684,10.33921
2015-11-12,11.15,10.2804,10.36665,10.32818
2015-11-11,11.165,10.27495,10.36305,10.31567
2015-11-10,11.125,10.2685,10.3578,10.30371
2015-11-09,10.92,10.2647,10.35425,10.29236
2015-11-06,11.035,10.2613,10.3509,10.28219
2015-11-05,10.865,10.2518,10.35,10.2708
2015-11-04,11.1775,10.2465,10.3482,10.258
2015-11-03,10.725,10.23615,10.34548,10.24339
2015-11-02,10.3975,10.22715,10.35147,10.23067
2015-10-30,10.3825,10.2262,10.36245,10.21987
2015-10-29,10.485,10.21535,10.37245,10.20881
2015-10-28,10.4525,10.2004,10.3802,10.19693
2015-10-27,10.0875,10.1885,10.38762,10.18548
2015-10-26,10.5175,10.18415,10.39762,10.17506
2015-10-23,10.88,10.1675,10.4037,10.16277
2015-10-22,9.925,10.1413,10.4061,10.15025
2015-10-21,9.2425,10.139,10.41585,10.14267
2015-10-20,9.3575,10.15465,10.4301,10.13744
2015-10-19,9.4175,10.1687,10.44392,10.13115
2015-10-16,9.3575,10.17925,10.4615,10.12473
2015-10-15,9.4,10.1954,10.47717,10.11698
2015-10-14,9.275,10.214,10.49518,10.10748
2015-10-13,9.4425,10.23625,10.51485,10.09762
2015-10-12,9.48,10.2486,10.53535,10.08727
2015-10-09,9.5375,10.2613,10.55305,10.07822
2015-10-08,9.625,10.26985,10.56835,10.06948
2015-10-07,9.6225,10.279,10.57778,10.06064
2015-10-06,9.7525,10.28625,10.58902,10.05189
2015-10-05,9.8275,10.2961,10.59685,10.04254
2015-10-02,9.93,10.30745,10.59743,10.03229
2015-10-01,10.275,10.3171,10.59558,10.02257
2015-09-30,10.265,10.3192,10.59,10.01202
2015-09-29,10.395,10.321,10.5835,10.00054
2015-09-28,10.345,10.3172,10.58078,9.98693
2015-09-25,10.5125,10.3149,10.58158,9.97334
2015-09-24,10.4025,10.30565,10.58015,9.96038
2015-09-23,10.45,10.3054,10.58307,9.94703
2015-09-22,10.55,10.3039,10.58575,9.93349
2015-09-21,10.095,10.3027,10.58805,9.92101
2015-09-18,9.97,10.3108,10.59565,9.90961
2015-09-17,10.2575,10.3235,10.6039,9.89951
2015-09-16,10.3225,10.34395,10.60472,9.88714
2015-09-15,10.44,10.3691,10.6045,9.87559
2015-09-14,10.56,10.3916,10.60445,9.86339
2015-09-11,10.6825,10.4054,10.60878,9.85066
2015-09-10,10.665,10.41565,10.61265,9.83825
2015-09-09,10.615,10.42265,10.61802,9.82551
2015-09-08,10.815,10.43465,10.62447,9.81187
2015-09-07,10.9,10.44655,10.62947,9.79664
2015-09-04,10.945,10.4547,10.63268,9.78099
2015-09-03,10.8775,10.4529,10.63367,9.76479
2015-09-02,10.8425,10.45115,10.6361,9.74885
2015-09-01,10.935,10.4471,10.63778,9.73355
2015-08-31,10.75,10.4438,10.6387,9.71925
2015-08-28,10.56,10.4405,10.6433,9.70613
2015-08-27,10.6,10.4482,10.64832,9.69325
2015-08-26,10.66,10.4499,10.65115,9.68009
2015-08-25,10.275,10.4548,10.64955,9.66744
2015-08-24,10.35,10.4758,10.65292,9.65573
2015-08-21,9.84,10.4987,10.65442,9.64181
2015-08-20,9.7375,10.52955,10.6637,9.62931
2015-08-19,9.8575,10.56,10.67725,9.61724
2015-08-18,9.87,10.58675,10.69105,9.60284
2015-08-17,9.685,10.6111,10.70662,9.58954
2015-08-14,9.57,10.6399,10.7236,9.57636
2015-08-13,9.81,10.6709,10.7389,9.56277
2015-08-12,10.025,10.6927,10.75052,9.54867
2015-08-11,10.06,10.70555,10.7568,9.5335
2015-08-10,9.945,10.71915,10.7646,9.51804
2015-08-07,10.165,10.74375,10.7781,9.50278
2015-08-06,10.33,10.75895,10.78868,9.48518
2015-08-05,10.3875,10.77635,10.7985,9.46757
2015-08-04,10.06,10.79345,10.8027,9.44997
2015-08-03,10.115,10.8221,10.81365,9.43341
2015-07-31,9.965,10.8448,10.82417,9.41632
2015-07-30,10.0825,10.86685,10.83912,9.4001
2015-07-29,9.985,10.87655,10.84925,9.38327
2015-07-28,10.245,10.8918,10.86403,9.36745
2015-07-27,10.395,10.8976,10.86928,9.3506
2015-07-24,10.4125,10.8874,10.86567,9.33305
2015-07-23,10.38,10.87405,10.86248,9.31533
2015-07-22,10.355,10.8608,10.85725,9.29736
2015-07-21,10.205,10.846,10.8531,9.27929
2015-07-20,10.23,10.84435,10.8462,9.26162
2015-07-17,10.05,10.84825,10.8383,9.24343
2015-07-16,10.39,10.85465,10.83165,9.22631
2015-07-15,10.375,10.86075,10.81968,9.20909
2015-07-14,10.49,10.8676,10.80375,9.19165
2015-07-13,10.5,10.8734,10.79535,9.1729
2015-07-10,10.605,10.8805,10.78963,9.15387
2015-07-09,11.28,10.8843,10.78508,9.13454
2015-07-08,11.58,10.8655,10.77343,9.11273
2015-07-07,11.565,10.8399,10.75968,9.08981
2015-07-06,11.25,10.8173,10.74642,9.06719
2015-07-03,11.195,10.81215,10.73748,9.04483
2015-07-02,11.015,10.80965,10.73007,9.02229
2015-07-01,11.215,10.8134,10.72857,9.00065
2015-06-30,11.41,10.8143,10.72767,8.97817
2015-06-29,11.3075,10.8124,10.7253,8.95411
2015-06-26,10.855,10.81065,10.72503,8.93006
2015-06-25,10.79,10.81445,10.72478,8.90824
2015-06-24,10.64,10.82105,10.72552,8.88705
2015-06-23,10.77,10.82845,10.7275,8.86609
2015-06-22,10.585,10.8336,10.72557,8.84458
2015-06-19,10.945,10.8461,10.7292,8.82376
2015-06-18,10.685,10.84845,10.73098,8.80117
2015-06-17,10.905,10.8524,10.73382,8.77938
2015-06-16,11.325,10.8443,10.73458,8.75701
2015-06-15,11.495,10.83005,10.73238,8.73341
2015-06-12,11.3825,10.81015,10.72892,8.70915
2015-06-11,11.26,10.79785,10.72445,8.68584
2015-06-10,11.195,10.7945,10.71393,8.66332
2015-06-09,11.0875,10.79535,10.7039,8.6409
2015-06-08,11.125,10.80215,10.6961,8.619
2015-06-05,11.12,10.8073,10.6895,8.59735
2015-06-04,10.9,10.8069,10.6904,8.57559
2015-06-03,10.6675,10.80835,10.69127,8.55474
2015-06-02,10.74,10.80805,10.67653,8.53554
2015-06-01,11.175,10.81005,10.6606,8.51641
2015-05-29,10.925,10.81245,10.6395,8.49574
2015-05-28,11.2,10.8184,10.62123,8.47601
2015-05-27,11.2425,10.82065,10.60315,8.45562
2015-05-26,11.4925,10.81195,10.5846,8.43486
2015-05-25,11.25,10.8052,10.55985,8.41313
2015-05-22,11.0675,10.80355,10.53893,8.39186
2015-05-21,10.5675,10.8114,10.51895,8.37084
2015-05-20,10.7475,10.82195,10.50385,8.35339
2015-05-19,10.535,10.83625,10.48678,8.33629
2015-05-18,9.885,10.84095,10.47192,8.31958
2015-05-15,9.745,10.84395,10.46362,8.30545
2015-05-14,9.7175,10.8509,10.45627,8.29173
2015-05-13,9.615,10.8537,10.44985,8.27878
2015-05-12,10.1225,10.8602,10.4444,8.26649
2015-05-11,10.425,10.84805,10.43427,8.25211
2015-05-08,10.37,10.82835,10.41928,8.23615
2015-05-07,10.695,10.80865,10.40372,8.22073
2015-05-06,10.7175,10.7786,10.38838,8.20371
2015-05-05,10.78,10.7399,10.3663,8.18668
2015-05-04,10.855,10.7173,10.34083,8.16897
2015-05-01,10.795,10.69875,10.31588,8.1509
2015-04-30,10.34,10.68585,10.29218,8.13346
2015-04-29,10.3,10.68135,10.2733,8.11821
2015-04-28,10.435,10.67945,10.25535,8.10253
2015-04-27,10.9925,10.67555,10.23595,8.08658
2015-04-24,11.07,10.6628,10.21035,8.06792
2015-04-23,11.2025,10.6505,10.18363,8.04903
2015-04-22,11.26,10.64375,10.15512,8.02882
2015-04-21,11.315,10.64105,10.13128,8.00803
2015-04-20,11.22,10.6382,10.10392,7.9867
2015-04-17,11.045,10.6394,10.0743,7.96587
2015-04-16,11.12,10.6351,10.04657,7.94594
2015-04-15,11.01,10.63,10.0156,7.92572
2015-04-14,11.0275,10.62655,9.98725,7.90614
2015-04-13,11.21,10.61755,9.95985,7.88714
2015-04-10,11.0625,10.6123,9.93153,7.86732
2015-04-09,10.8825,10.6135,9.90277,7.84798
2015-04-08,10.5,10.61525,9.8706,7.82956
2015-04-07,10.6125,10.62485,9.84085,7.81317
2015-04-06,10.5,10.6347,9.81017,7.79696
2015-04-03,10.7675,10.6477,9.78215,7.78155
2015-04-02,11.0925,10.65105,9.75065,7.76477
2015-04-01,11.2375,10.63335,9.71488,7.74666
2015-03-31,11.4275,10.61245,9.6784,7.72814
2015-03-30,11.3825,10.59005,9.63895,7.70953
2015-03-27,11.1,10.5717,9.59958,7.69065
2015-03-26,10.9725,10.5739,9.56608,7.67205
2015-03-25,10.6525,10.5742,9.53665,7.654
2015-03-24,10.84,10.545,9.50947,7.63716
2015-03-23,11.295,10.51115,9.47892,7.61955
2015-03-20,11.2225,10.46655,9.4441,7.60068
2015-03-19,11.3125,10.42405,9.40607,7.58262
2015-03-18,10.8075,10.38565,9.3632,7.56449
2015-03-17,11.155,10.35725,9.32323,7.54861
2015-03-16,11.1675,10.3145,9.28022,7.53126
2015-03-13,11.46,10.2743,9.24072,7.51446
2015-03-12,11.095,10.2265,9.19965,7.49673
2015-03-11,11.4625,10.18575,9.16285,7.48075
2015-03-10,10.77,10.1373,9.12257,7.46227
2015-03-09,10.035,10.1029,9.08902,7.44654
2015-03-06,10.0925,10.0833,9.06133,7.43348
2015-03-05,9.8575,10.06165,9.0354,7.42062
2015-03-04,9.94,10.046,9.0132,7.4095
2015-03-03,9.515,10.0286,8.98775,7.39788
2015-03-02,9.44,10.0205,8.96253,7.38784
2015-02-27,9.385,10.0102,8.9376,7.37809
2015-02-26,9.1925,9.9988,8.91648,7.36884
2015-02-25,8.7825,9.99815,8.8952,7.36019
2015-02-24,9.65,9.9927,8.87803,7.35224
2015-02-23,9.9275,9.96435,8.85583,7.34085
2015-02-20,10.15,9.933,8.829,7.32861
2015-02-19,10.115,9.8985,8.80195,7.3158
2015-02-18,10.205,9.86525,8.77245,7.30351
2015-02-17,10.24,9.83125,8.74475,7.29147
2015-02-16,10.355,9.79635,8.71625,7.2792
2015-02-13,10.455,9.7579,8.68647,7.26659
2015-02-12,10.865,9.71675,8.65773,7.25248
2015-02-11,11.125,9.6665,8.62387,7.23717
2015-02-10,11.1725,9.6215,8.58467,7.22068
2015-02-09,11.28,9.56965,8.54303,7.20364
2015-02-06,10.83,9.5092,8.5001,7.1862
2015-02-05,10.865,9.45805,8.46075,7.17005
2015-02-04,10.8375,9.4012,8.42103,7.15403
2015-02-03,10.5775,9.34795,8.38282,7.13778
2015-02-02,10.9475,9.30215,8.35065,7.12287
2015-01-30,11.1225,9.25075,8.31588,7.10674
2015-01-29,10.97,9.19205,8.27805,7.08989
2015-01-28,10.98,9.12595,8.24145,7.07397
2015-01-27,11.105,9.05685,8.20662,7.05813
2015-01-26,11.15,8.98565,8.16905,7.04167
2015-01-23,10.935,8.9166,8.12625,7.02467
2015-01-22,10.2075,8.85025,8.08405,7.00839
2015-01-21,10.1925,8.7964,8.04918,6.9962
2015-01-20,10.3075,8.74435,8.00982,6.98471
2015-01-19,10.465,8.68785,7.9722,6.97298
2015-01-16,11.21,8.62745,7.93145,6.96117
2015-01-15,10.9875,8.55825,7.88107,6.94655
2015-01-14,9.1925,8.4991,7.83405,6.93208
2015-01-13,9.1475,8.47395,7.80445,6.92381
2015-01-12,9.065,8.4467,7.77492,6.91576
2015-01-09,9.0975,8.42165,7.74557,6.90804
2015-01-08,9.3925,8.3881,7.71225,6.90025
2015-01-07,9.3875,8.34075,7.6776,6.89062
2015-01-06,9.0175,8.2892,7.6436,6.88104
2015-01-05,9.1575,8.24595,7.61263,6.87313
2015-01-02,9.07,8.20715,7.57947,6.86472
2015-01-01,9.0575,8.1728,7.54787,6.85676
2014-12-31,9.04,8.13995,7.51605,6.84851
2014-12-30,9.05,8.10785,7.48595,6.84037
2014-12-29,9.055,8.07515,7.45577,6.83153
2014-12-26,9.01,8.03935,7.4253,6.82311
2014-12-25,9.075,8.00915,7.39502,6.81513
2014-12-24,9.07,7.9804,7.36315,6.80759
2014-12-23,9.11,7.9469,7.33082,6.80095
2014-12-22,8.925,7.90455,7.2976,6.79387
2014-12-19,8.815,7.865,7.26517,6.78787
2014-12-18,9.16,7.83415,7.23472,6.78405
2014-12-17,8.51,7.79225,7.20398,6.77957
2014-12-16,8.2325,7.76335,7.17903,6.7771
2014-12-15,8.36,7.7473,7.15473,6.77577
2014-12-12,8.425,7.725,7.12855,6.77401
2014-12-11,8.4525,7.7054,7.10203,6.77171
2014-12-10,8.505,7.67965,7.07578,6.76848
2014-12-09,8.495,7.65825,7.04922,6.76498
2014-12-08,8.4325,7.63615,7.02338,6.7615
2014-12-05,8.3975,7.61505,6.99565,6.75843
2014-12-04,8.3525,7.5987,6.96728,6.75542
2014-12-03,8.875,7.58125,6.9398,6.75205
2014-12-02,8.58,7.54785,6.907,6.74675
2014-12-01,8.2575,7.5164,6.87515,6.74323
2014-11-28,8.2725,7.491,6.84552,6.7413
2014-11-27,8.0225,7.46345,6.8168,6.73959
2014-11-26,8.175,7.44085,6.7915,6.7384
2014-11-25,8.2875,7.4177,6.76375,6.73562
2014-11-24,8.3775,7.39915,6.7348,6.73241
2014-11-21,8.1875,7.381,6.70482,6.72892
2014-11-20,7.665,7.36405,6.67592,6.72635
2014-11-19,7.525,7.35695,6.65165,6.72615
2014-11-18,7.545,7.3564,6.62953,6.72713
2014-11-17,7.6975,7.35245,6.60833,6.72747
2014-11-14,7.6175,7.3359,6.58565,6.72672
2014-11-13,7.515,7.31785,6.56502,6.72619
2014-11-12,7.59,7.30195,6.54618,6.72611
2014-11-11,7.4825,7.2753,6.52618,6.72569
2014-11-10,7.445,7.25655,6.50747,6.72558
2014-11-07,7.75,7.23545,6.49015,6.72572
2014-11-06,8.03,7.2039,6.46945,6.72434
2014-11-05,7.935,7.169,6.44602,6.72174
2014-11-04,7.785,7.13495,6.42535,6.7195
2014-11-03,7.8125,7.10315,6.40707,6.7168
2014-10-31,7.42,7.0695,6.38903,6.71419
2014-10-30,7.025,7.0364,6.37475,6.71329
2014-10-29,6.81,7.01445,6.36552,6.71459
2014-10-28,6.855,6.998,6.35795,6.71713
2014-10-27,7.2175,6.9793,6.35,6.71977
2014-10-24,7.3525,6.9518,6.33715,6.72126
2014-10-23,7.415,6.92295,6.32175,6.72244
2014-10-22,7.435,6.89215,6.30965,6.72348
2014-10-21,7.415,6.86405,6.30002,6.72462
2014-10-20,7.265,6.8364,6.28945,6.7264
2014-10-17,7.5,6.81125,6.28032,6.72838
2014-10-16,7.6375,6.7809,6.26848,6.73006
2014-10-15,7.395,6.7459,6.2569,6.73073
2014-10-14,6.9925,6.71475,6.24837,6.73039
2014-10-13,6.9475,6.69065,6.24372,6.73198
2014-10-10,7.2725,6.66535,6.2386,6.73341
2014-10-09,7.065,6.6353,6.23103,6.7336
2014-10-08,7.065,6.6157,6.22477,6.73434
2014-10-07,7.43,6.5947,6.21873,6.73521
2014-10-06,7.245,6.56215,6.20795,6.73477
2014-10-03,7.445,6.5321,6.19887,6.73511
2014-10-02,7.165,6.49865,6.18878,6.73473
2014-10-01,7.435,6.4719,6.1824,6.73641
2014-09-30,7.39,6.4402,6.17185,6.73736
2014-09-29,7.3775,6.4106,6.16243,6.7386
2014-09-26,7.58,6.37625,6.15193,6.73987
2014-09-25,7.48,6.33585,6.1396,6.7405
2014-09-24,7.205,6.29835,6.1263,6.74223
2014-09-23,7.0075,6.26615,6.11487,6.74585
2014-09-22,6.9875,6.2339,6.10463,6.74987
2014-09-19,6.895,6.20005,6.09487,6.75409
2014-09-18,6.8925,6.17015,6.08655,6.75857
2014-09-17,7.0175,6.14215,6.07828,6.76278
